original,timestamp,status,reason,assets,fallbacks
https://accessibilitycluster.com/,20200721005354,ok,,1,0
https://accessibilitycluster.com/96d0eaa933309833a2d16f32987dec34e3ad7144-99e36682b4e227e7d354.js,,failed,no_good_snapshot,0,0
https://accessibilitycluster.com/about,,failed,no_good_snapshot,0,0
https://accessibilitycluster.com/about-cluster/,20210415234338,ok,,6,0
https://accessibilitycluster.com/about-the-project/,20201126011843,ok,,1,0
https://accessibilitycluster.com/app-333a83dddceb1d553950.js,20210902174411,ok,,0,0
https://accessibilitycluster.com/app-b94943d172b6874d0313.js,,failed,no_good_snapshot,0,0
https://accessibilitycluster.com/authoringtool/,20200928164536,ok,,1,0
https://accessibilitycluster.com/blogs-,,failed,no_good_snapshot,0,0
https://accessibilitycluster.com/blogs-&-events/,20210415225230,ok,,6,0
https://accessibilitycluster.com/blogs-&-events/articles-and-blogs/,20210415233253,ok,,6,0
https://accessibilitycluster.com/blogs-&-events/consultations-with-industry,20210617143526,ok,,6,0
https://accessibilitycluster.com/blogs-&-events/demonstration-event/,20210625103550,ok,,6,0
https://accessibilitycluster.com/blogs-&-events/external-events/,20210415224327,ok,,6,0
https://accessibilitycluster.com/blogs-&-events/interactive-workshop-for-public-sector-web-authors,-1st-june-2021/,20210625095307,ok,,6,0
https://accessibilitycluster.com/blogs-&-events/pre-gaad-event-19-may-2021-at-13:00-16:00-cet---authoring-tools-with-built-in-accessibility/,20210625090124,ok,,6,0
https://accessibilitycluster.com/blogs-&-events/social-media/,20210415225420,ok,,6,0
https://accessibilitycluster.com/blogs-&-events/video-interview/,20210416001718,ok,,6,0
https://accessibilitycluster.com/blogs-&-events/welcome-to-the-funka-%E2%80%93-edf-digital-accessibility-update/,20210625100926,ok,,6,0
https://accessibilitycluster.com/commons-0e3db4c4c9a90d27fc27.js,20210902174420,ok,,0,0
https://accessibilitycluster.com/commons-5cefc3b781f6228d072d.js,20220119041811,ok,,0,0
https://accessibilitycluster.com/commons-9d7f158f45cdd7015cb9.js,,failed,no_good_snapshot,0,0
https://accessibilitycluster.com/component---src-pages-index-js-821e569f11c3b7c3b406.js,20220116171042,ok,,0,0
https://accessibilitycluster.com/component---src-pages-index-js-84a86510583cb15af9d4.js,,failed,no_good_snapshot,0,0
https://accessibilitycluster.com/component---src-pages-index-js-b0da3b87cf9305048897.js,,failed,no_good_snapshot,0,0
https://accessibilitycluster.com/component---src-pages-invitation-js-a960060dfbd3753cdd3f.js,20201005205455,ok,,0,0
https://accessibilitycluster.com/component---src-templates-page-js-31a521f9e744a84ecb5f.js,20220112184037,ok,,0,0
https://accessibilitycluster.com/component---src-templates-page-js-f36a9833e2d26e8bb9f3.js,20210902174528,ok,,0,0
https://accessibilitycluster.com/contact,,failed,no_good_snapshot,0,0
https://accessibilitycluster.com/contact-us/,20201126002155,ok,,1,0
https://accessibilitycluster.com/content/img/text_img/login_new.webp,20250318202107,ok,,0,0
https://accessibilitycluster.com/dc6a8720040df98778fe970bf6c000a41750d3ae-2c1f5d113ac405375097.js,20210902174429,ok,,0,0
https://accessibilitycluster.com/favicon.ico,,failed,no_good_snapshot,0,0
https://accessibilitycluster.com/framework-8e528b732ab2eaadb7b7.js,20210902174408,ok,,0,0
https://accessibilitycluster.com/framework-d18255661b01063664e4.js,,failed,no_good_snapshot,0,0
https://accessibilitycluster.com/invitation,20200926210212,ok,,2,0
http://accessibilitycluster.com/main-,20240716002141,ok,,9,0
https://accessibilitycluster.com/main-results/,20210415223448,ok,,6,0
https://accessibilitycluster.com/main-results/change-language/,20210803115136,ok,,7,0
